OXY,EMG,ECG,RSP,OXY,OXY,OXY,
PO2,mV,mV,V,Pulse,BPM,Status,
CH1,CH2,CH3,CH4,CH5,CH9,CH13,
94.9573,0.163452,-1.15527,8.63068,-2.30525,78.2748,0.00957405,
94.9765,0.288635,-0.865601,8.63068,-2.33247,78.2748,0.00478657,
94.9573,0.38562,-0.452881,8.63037,-2.3612,78.2748,0.0119678,
94.9765,0.414062,0.0264893,8.63007,-2.38085,78.2748,0.00478657,
94.9765,0.395569,0.506409,8.62946,-2.40505,78.2941,0.00718031,
94.9669,0.357117,0.917297,8.63007,-2.42319,78.2748,0.0119678,
94.9765,0.226074,1.19879,8.62976,-2.44133,78.2941,0.00718031,
94.9669,0.0650024,1.31042,8.63007,-2.49123,78.2748,0.00957405,
94.9861,-0.116821,1.23517,8.62976,-2.57893,78.2168,0.0119678,
94.9573,-0.25116,0.982971,8.62915,-2.65302,78.2361,0.0119678,
94.9573,-0.354858,0.591614,8.62915,-2.72257,78.2555,0.00718031,
94.9573,-0.449768,0.119995,8.62946,-2.7891,78.2748,0.00957405,
94.9861,-0.463867,-0.365662,8.62915,-2.84202,78.2168,0.00718031,
94.9669,-0.414429,-0.797852,8.62885,-2.89343,78.2555,0.00957405,
94.9573,-0.296082,-1.11768,8.62915,-2.94031,78.2361,0.0119678,
94.9765,-0.184021,-1.28253,8.62885,-2.98567,78.2168,0.00957405,
94.9669,0.0376587,-1.27142,8.62915,-3.02196,78.2748,0.00718031,
94.9669,0.200989,-1.08862,8.62823,-3.05522,78.2555,0.00718031,
94.9669,0.305481,-0.754211,8.62854,-3.09,78.2748,0.00718031,
94.9765,0.400024,-0.3125,8.62793,-3.11873,78.2168,0.00718031,
94.9765,0.43042,0.173462,8.62762,-3.14746,78.2748,0.00957405,
94.9861,0.397095,0.636047,8.62701,-3.16711,78.2748,0.00718031,
94.9765,0.314758,1.00989,8.62762,-3.18979,78.2748,0.00718031,
94.9669,0.184387,1.24103,8.62762,-3.21247,78.2748,0.00957405,
94.9861,-0.000488281,1.29443,8.6261,-3.22759,78.2555,0.00957405,
94.9765,-0.150269,1.1615,8.62701,-3.24423,78.2941,0.0143615,
94.9861,-0.300659,0.861267,8.6261,-3.25783,78.2555,0.00718031,
94.9669,-0.415466,0.439087,8.6261,-3.27295,78.2168,0.0119678,
94.9573,-0.457031,-0.0428467,8.62579,-3.30168,78.2361,0.00718031,
94.9765,-0.435791,-0.515625,8.62579,-3.38031,78.2555,0.00718031,
94.9765,-0.384888,-0.914734,8.62518,-3.45893,78.2168,0.00957405,
94.9669,-0.244629,-1.18323,8.62488,-3.52395,78.2941,0.00957405,
94.9669,-0.112427,-1.28583,8.62457,-3.58595,78.2941,0.00718031,
94.9573,0.0913086,-1.21338,8.62457,-3.6434,78.2168,0.00957405,
94.9573,0.248596,-0.976929,8.62488,-3.69481,78.2941,0.00957405,
94.9573,0.339539,-0.605713,8.62396,-3.74017,78.2941,0.00957405,
94.9861,0.404114,-0.146484,8.62366,-3.78251,78.2361,0.00478657,
94.9573,0.406616,0.334717,8.62366,-3.8188,78.2748,0.00718031,
94.9573,0.390625,0.772095,8.62305,-3.85509,78.2941,0.00957405,
94.9669,0.280884,1.10291,8.62274,-3.88533,78.2941,0.00957405,
94.9765,0.141235,1.27875,8.62335,-3.91859,78.2748,0.00957405,
94.9573,-0.0371094,1.27142,8.62213,-3.94127,78.2555,0.00957405,
94.9765,-0.208252,1.0813,8.62213,-3.96395,78.2748,0.00478657,
94.9765,-0.33197,0.736145,8.62152,-3.98512,78.2748,0.00718031,
94.9669,-0.413025,0.287415,8.62183,-4.00327,78.2748,0.00957405,
94.9765,-0.446899,-0.199463,8.62122,-4.02141,78.2748,0.00478657,
94.9957,-0.419495,-0.656616,8.62091,-4.03653,78.2941,0.00718031,
94.9478,-0.327332,-1.02203,8.6203,-4.04863,78.2748,0.00478657,
94.9669,-0.228516,-1.24347,8.6203,-4.06224,78.2748,0.00957405,
94.9765,-0.0477295,-1.29236,8.6203,-4.07433,78.2555,0.00718031,
94.9669,0.153442,-1.16785,8.61969,-4.14086,78.2748,0.00478657,
94.9478,0.257935,-0.885864,8.62,-4.21949,78.2748,0.00718031,
94.9861,0.357117,-0.478882,8.61969,-4.28904,78.2941,0.00239283,
94.9765,0.420898,-0.00189209,8.61908,-4.35708,78.2941,0.0119678,
94.9765,0.407837,0.477661,8.61877,-4.41152,78.2748,0.00957405,
94.9765,0.344055,0.891052,8.61908,-4.46293,78.2941,0.00718031,
94.9957,0.227539,1.17883,8.61877,-4.51282,78.2168,0.00718031,
94.9861,0.0487671,1.2981,8.61877,-4.55365,78.2555,0.0143615,
94.9573,-0.10321,1.22961,8.61877,-4.59447,78.2555,0.00718031,
94.9861,-0.283447,0.9823,8.61847,-4.62774,78.2555,0.00718031,
94.9957,-0.378967,0.593445,8.61786,-4.65798,78.2361,0.00478657,
94.9957,-0.475769,0.121887,8.61786,-4.68671,78.2555,0.00957405,
94.9765,-0.470703,-0.365356,8.61847,-4.71392,78.2748,0.00957405,
94.9669,-0.431458,-0.800476,8.61786,-4.73812,78.2555,0.00478657,
94.9861,-0.271484,-1.12329,8.61816,-4.75929,78.2748,0.00478657,
94.9861,-0.15271,-1.29041,8.61816,-4.77743,78.2748,0.00478657,
95.0053,0.045166,-1.28229,8.61847,-4.7986,78.2361,0.0119678,
94.9861,0.19043,-1.10291,8.61755,-4.81372,78.2748,0.00718031,
94.9861,0.309326,-0.773743,8.61694,-4.82581,78.2361,0.0119678,
94.9957,0.390869,-0.338379,8.61755,-4.83942,78.2555,0.00957405,
94.9861,0.405151,0.143494,8.61755,-4.85152,78.2555,0.00957405,
94.9861,0.398804,0.605774,8.61755,-4.88932,78.2748,0.00957405,
94.9861,0.301392,0.981812,8.61755,-4.95434,78.2555,0.00718031,
94.9957,0.181946,1.216,8.61786,-5.01633,78.3134,0.00957405,
94.9957,0.0116577,1.27222,8.61755,-5.07076,78.2748,0.00957405,
94.9765,-0.16272,1.14117,8.61694,-5.12217,78.2941,0.00957405,
94.9861,-0.326599,0.84198,8.61725,-5.16451,78.2748,0.00718031,
94.9573,-0.396362,0.421326,8.61603,-5.20382,78.2748,0.00957405,
94.9861,-0.455933,-0.0593262,8.61755,-5.24616,78.2941,0.0119678,
94.9861,-0.443481,-0.534119,8.61786,-5.27943,78.2168,0.00957405,
94.9765,-0.408325,-0.937195,8.61694,-5.30664,78.2748,0.00718031,
94.9861,-0.267273,-1.2113,8.61725,-5.33537,78.2748,0.00718031,
94.9957,-0.128784,-1.31982,8.61725,-5.36108,78.2555,0.00478657,
94.9861,0.0773926,-1.25165,8.61725,-5.38224,78.2941,0.0119678,
94.9861,0.24707,-1.01648,8.61633,-5.40341,78.2748,0.00718031,
94.9861,0.343445,-0.643127,8.61755,-5.42156,78.2941,0.00957405,
94.9765,0.408508,-0.177307,8.61694,-5.43819,78.2941,0.00718031,
94.9861,0.414612,0.311523,8.61725,-5.45482,78.2555,0.00478657,
94.9861,0.357666,0.75531,8.61664,-5.46692,78.2748,0.0143615,
94.9957,0.267517,1.08856,8.61786,-5.48204,78.2555,0.00718031,
94.9765,0.124695,1.26245,8.61755,-5.49111,78.2361,0.00718031,
94.9861,-0.0563965,1.25208,8.61755,-5.50169,78.2748,0.00957405,
94.9669,-0.226562,1.05963,8.61755,-5.51833,78.2748,0.00718031,
94.9765,-0.348877,0.713196,8.61786,-5.58032,78.2361,0.00957405,
94.9669,-0.434326,0.265259,8.61816,-5.64383,78.2555,0.00718031,
94.9861,-0.451721,-0.219421,8.61755,-5.69826,78.2941,0.00957405,
94.9669,-0.461121,-0.669312,8.61725,-5.74967,78.2748,0.00478657,
94.9765,-0.343567,-1.03217,8.61755,-5.79049,78.2748,0.0119678,
94.9861,-0.222473,-1.25128,8.61725,-5.83283,78.2361,0.00718031,
94.9669,-0.0136108,-1.3006,8.61786,-5.86761,78.2748,0.00718031,
94.9669,0.13208,-1.17712,8.61816,-5.9039,78.2555,0.00718031,
94.9861,0.267151,-0.894165,8.61694,-5.93414,78.2748,0.00718031,
94.9669,0.376526,-0.48645,8.61816,-5.96287,78.2168,0.00718031,
94.9669,0.394958,-0.00878906,8.61755,-5.98403,78.2555,0.00718031,
94.9765,0.391296,0.470886,8.61755,-6.00671,78.2748,0.00957405,
94.9573,0.329834,0.883057,8.61816,-6.0294,78.3328,0.00957405,
94.9765,0.216003,1.16803,8.61786,-6.04603,78.2941,0.0119678,
94.9957,0.0557861,1.28351,8.61816,-6.06266,78.2748,0.0143615,
94.9765,-0.109253,1.21082,8.61816,-6.07778,78.2748,0.00478657,
94.9669,-0.262634,0.960999,8.61755,-6.09441,78.2748,0.00718031,
94.9861,-0.369568,0.572632,8.61755,-6.10651,78.2555,0.00957405,
94.9669,-0.454346,0.102478,8.61755,-6.11558,78.2748,0.00957405,
94.9765,-0.468567,-0.383301,8.61786,-6.12617,78.2555,0.00957405,
94.9765,-0.403076,-0.817261,8.61847,-6.13675,78.2748,0.0119678,
94.9765,-0.297485,-1.13953,8.61725,-6.18362,78.2555,0.00718031,
94.9669,-0.17511,-1.30573,8.61816,-6.2305,78.2361,0.00478657,
94.9669,0.0219116,-1.29559,8.61725,-6.27586,78.2555,0.00478657,
94.9861,0.190063,-1.11389,8.61847,-6.31668,78.2555,0.00957405,
94.9669,0.294617,-0.781555,8.61786,-6.35297,78.2748,0.00478657,
94.9669,0.394409,-0.341125,8.61786,-6.38321,78.2748,0.00957405,
94.9765,0.403687,0.14563,8.61755,-6.41648,78.2748,0.00957405,
94.9669,0.392883,0.610596,8.61786,-6.44067,78.2748,0.00718031,
94.9669,0.317871,0.986084,8.61786,-6.46789,78.2555,0.0119678,
94.9669,0.198242,1.22003,8.61755,-6.48754,78.2361,0.00718031,
94.9573,0.00744629,1.27716,8.61694,-6.50871,78.2748,0.00478657,
94.9669,-0.144958,1.14777,8.61755,-6.52383,78.2748,0.00957405,
94.9478,-0.306458,0.848938,8.61786,-6.54046,78.2555,0.0119678,
94.9573,-0.42041,0.426636,8.61755,-6.5571,78.2555,0.0119678,
94.9573,-0.45459,-0.0567017,8.61847,-6.5707,78.2361,0.0119678,
94.9573,-0.450378,-0.531677,8.61786,-6.5828,78.2555,0.00718031,
94.9573,-0.40448,-0.933655,8.61755,-6.59187,78.1975,0.00957405,
94.9765,-0.264526,-1.20679,8.61816,-6.60094,78.2748,0.0119678,
94.9669,-0.119812,-1.31342,8.61816,-6.61304,78.2361,0.00718031,
94.9382,0.071167,-1.24243,8.61786,-6.61909,78.2748,0.00718031,
94.9669,0.234924,-1.00403,8.61816,-6.62514,78.2361,0.00718031,
94.9669,0.346985,-0.628479,8.61816,-6.63421,78.2555,0.00478657,
94.9765,0.412964,-0.162659,8.61786,-6.63875,78.2555,0.00957405,
94.9478,0.419434,0.325073,8.61755,-6.64479,78.2168,0.00478657,
94.9573,0.377502,0.766663,8.61816,-6.65084,78.2168,0.00957405,
94.9669,0.261841,1.09875,8.61755,-6.65387,78.2748,0.0143615,
94.9669,0.140869,1.27289,8.61847,-6.6584,78.2361,0.0143615,
94.9478,-0.0527954,1.263,8.61816,-6.66143,78.2361,0.00718031,
94.9669,-0.205078,1.06927,8.61816,-6.66596,78.2748,0.0119678,
94.9669,-0.345093,0.722473,8.61786,-6.66899,78.2555,0.00957405,
94.9478,-0.430725,0.27533,8.61816,-6.67201,78.2168,0.00957405,
94.9669,-0.437561,-0.206726,8.61877,-6.67352,78.2748,0.0119678,
94.9573,-0.444763,-0.657715,8.61786,-6.67957,78.2361,0.00718031,
94.9765,-0.331421,-1.01868,8.61847,-6.67806,78.2748,0.00957405,
94.9573,-0.212585,-1.23798,8.61847,-6.68108,78.2748,0.00478657,
94.9669,-0.0287476,-1.28595,8.61786,-6.68108,78.2555,0.00957405,
94.9669,0.156738,-1.15955,8.61847,-6.67957,78.2361,0.00718031,
94.9478,0.291382,-0.872803,8.61816,-6.68562,78.2748,0.00478657,
94.9573,0.349304,-0.461304,8.61786,-6.68259,78.2941,0.00957405,
94.9669,0.413208,0.0185547,8.61786,-6.68713,78.2361,0.00478657,
94.9765,0.398865,0.497498,8.61847,-6.69167,78.2748,0.00957405,
94.9669,0.351562,0.906921,8.61755,-6.69015,78.2748,0.00718031,
94.9573,0.226624,1.18878,8.61786,-6.68713,78.2748,0.00718031,
94.9573,0.0675659,1.30334,8.61847,-6.67503,78.2748,0.00718031,
94.9669,-0.111328,1.23236,8.61847,-6.66294,78.2555,0.0143615,
94.9573,-0.264221,0.984436,8.61847,-6.65235,78.2748,0.00718031,
94.9765,-0.354736,0.597046,8.61816,-6.64026,78.2555,0.00718031,
94.9573,-0.437866,0.127991,8.61816,-6.62967,78.2361,0.00957405,
94.9861,-0.4422,-0.356873,8.61755,-6.6206,78.2555,0.00957405,
94.9765,-0.434204,-0.78949,8.61786,-6.61455,78.2748,0.00478657,
94.9573,-0.276794,-1.1087,8.61877,-6.60699,78.2361,0.00478657,
94.9573,-0.171936,-1.26965,8.61786,-6.60094,78.2748,0.00957405,
94.9669,0.0582886,-1.25275,8.61816,-6.5949,78.2748,0.00957405,
94.9573,0.184326,-1.06476,8.61847,-6.59187,78.2555,0.00478657,
94.9573,0.286682,-0.728088,8.61786,-6.58582,78.2555,0.00718031,
94.9573,0.383057,-0.284607,8.61816,-6.57826,78.2748,0.00718031,
94.9669,0.417847,0.206238,8.61786,-6.57524,78.2941,0.00478657,
94.9669,0.386719,0.677673,8.61816,-6.57373,78.2555,0.00957405,
94.9573,0.307434,1.06213,8.61786,-6.57222,78.2748,0.0119678,
94.9669,0.198486,1.30457,8.61755,-6.56768,78.2748,0.00957405,
94.9573,0.00817871,1.36749,8.61725,-6.56314,78.2168,0.0119678,
94.9765,-0.147217,1.24219,8.61816,-6.56617,78.2748,0.00478657,
94.9573,-0.320312,0.946716,8.61847,-6.56163,78.2361,0.00957405,
94.9765,-0.409546,0.52655,8.61816,-6.55558,78.2361,0.0119678,
94.9765,-0.44989,0.0460205,8.61816,-6.55861,78.2168,0.00478657,
94.9573,-0.442261,-0.428162,8.61755,-6.55558,78.2361,0.00478657,
94.9765,-0.392273,-0.830444,8.61755,-6.55558,78.2361,0.00718031,
94.9669,-0.271484,-1.10236,8.61786,-6.55256,78.2555,0.00718031,
94.9765,-0.128357,-1.20459,8.61816,-6.54954,78.2555,0.00478657,
94.9861,0.0802002,-1.12927,8.61725,-6.54954,78.2748,0.00478657,
94.9573,0.234802,-0.890198,8.61725,-6.55256,78.3134,0.00957405,
94.9957,0.33728,-0.517029,8.61755,-6.54954,78.2361,0.00718031,
94.9765,0.403748,-0.0562744,8.61694,-6.54651,78.2748,0.0119678,
94.9765,0.41925,0.42926,8.61786,-6.54802,78.2361,0.0119678,
94.9573,0.377258,0.870117,8.61725,-6.545,78.2748,0.00718031,
94.9861,0.264038,1.19885,8.61755,-6.54802,78.2361,0.00957405,
94.9765,0.13208,1.36841,8.61755,-6.54349,78.2555,0.0119678,
94.9765,-0.0514526,1.35315,8.61694,-6.545,78.2748,0.00718031,
94.9765,-0.227356,1.15625,8.61725,-6.545,78.2748,0.00957405,
94.9765,-0.337708,0.805237,8.61664,-6.54349,78.2555,0.00718031,
94.9765,-0.441345,0.353455,8.61694,-6.54349,78.2748,0.00957405,
94.9573,-0.463989,-0.134399,8.61633,-6.54651,78.2748,0.00957405,
94.9765,-0.439209,-0.591553,8.61664,-6.54349,78.3134,0.00718031,
94.9957,-0.342468,-0.954895,8.61725,-6.54349,78.2555,0.0119678,
94.9765,-0.235046,-1.17474,8.61633,-6.54198,78.2748,0.00718031,
94.9765,-0.0402222,-1.22504,8.61664,-6.53442,78.2748,0.0119678,
94.9765,0.143738,-1.10406,8.61633,-6.51929,78.2748,0.00957405,
94.9765,0.263123,-0.826172,8.61664,-6.5072,78.2555,0.0119678,
94.9765,0.351868,-0.424683,8.61603,-6.49661,78.2361,0.00478657,
94.9669,0.404541,0.0455933,8.61633,-6.48603,78.2748,0.0143615,
94.9765,0.392517,0.518677,8.61664,-6.47696,78.2555,0.00718031,
94.9861,0.338074,0.927917,8.61572,-6.4694,78.2748,0.00957405,
94.9765,0.221252,1.21411,8.61572,-6.46335,78.2748,0.0119678,
94.9669,0.0845947,1.33246,8.61572,-6.45125,78.2555,0.00957405,
94.9669,-0.103333,1.26672,8.61542,-6.44974,78.2748,0.00957405,
94.9765,-0.267212,1.02008,8.61572,-6.44218,78.2748,0.00957405,
94.9861,-0.362244,0.632141,8.61572,-6.43613,78.2555,0.00718031,
94.9765,-0.452454,0.163086,8.61572,-6.43008,78.2748,0.00957405,
94.9669,-0.466919,-0.320862,8.61511,-6.42404,78.2748,0.00957405,
94.9765,-0.448059,-0.753052,8.61572,-6.42555,78.1975,0.00478657,
94.9573,-0.297668,-1.07581,8.6145,-6.42252,78.2555,0.00718031,
94.9669,-0.168701,-1.24347,8.61481,-6.4195,78.2748,0.00957405,
94.9765,0.0288086,-1.23523,8.6145,-6.41648,78.2748,0.00718031,
94.9669,0.199341,-1.05585,8.6142,-6.40892,78.2748,0.00718031,
94.9765,0.309814,-0.729004,8.6142,-6.41043,78.2748,0.00718031,
94.9765,0.413147,-0.296204,8.6142,-6.40892,78.2941,0.00478657,
94.9861,0.417542,0.182068,8.6145,-6.4074,78.2361,0.0119678,
94.9765,0.386414,0.638123,8.6142,-6.42404,78.2361,0.00718031,
94.9573,0.312744,1.00537,8.61389,-6.43613,78.2555,0.00957405,
94.9573,0.176819,1.23193,8.61389,-6.44218,78.2748,0.00718031,
94.9765,0.00610352,1.28296,8.61359,-6.44974,78.2555,0.0143615,
94.9861,-0.131348,1.14862,8.61359,-6.45881,78.2941,0.0143615,
94.9669,-0.309937,0.846436,8.61359,-6.46789,78.2748,0.00718031,
94.9765,-0.393494,0.421143,8.61359,-6.47242,78.2361,0.00957405,
94.9765,-0.448486,-0.06604,8.6142,-6.47847,78.2748,0.00718031,
94.9861,-0.444153,-0.546448,8.61328,-6.48754,78.2555,0.00478657,
94.9765,-0.382996,-0.954102,8.61328,-6.49359,78.1975,0.00718031,
94.9765,-0.259094,-1.23291,8.61328,-6.4951,78.2941,0.00957405,
94.9765,-0.107666,-1.34619,8.61298,-6.49964,78.2555,0.00718031,
94.9669,0.098999,-1.28107,8.61328,-6.50115,78.2748,0.0119678,
94.9478,0.238525,-1.04688,8.61267,-6.50871,78.2748,0.00718031,
94.9861,0.334595,-0.672791,8.61298,-6.50871,78.2748,0.00718031,
94.9669,0.385986,-0.206055,8.61298,-6.51325,78.3328,0.00478657,
94.9669,0.419128,0.281189,8.61206,-6.51627,78.2748,0.00957405,
94.9669,0.374573,0.722534,8.61237,-6.52232,78.2748,0.0119678,
94.9861,0.265198,1.05481,8.61237,-6.51929,78.2555,0.0119678,
94.9669,0.150208,1.23151,8.61237,-6.51929,78.3134,0.00718031,
94.9669,-0.0374756,1.22571,8.61237,-6.52534,78.2555,0.0143615,
94.9669,-0.212524,1.03784,8.61237,-6.55105,78.2361,0.0143615,
94.9861,-0.317139,0.695007,8.61176,-6.57978,78.2555,0.00718031,
94.9765,-0.428101,0.24939,8.61206,-6.60397,78.2555,0.00718031,
94.9669,-0.441956,-0.235596,8.61267,-6.62967,78.2748,0.00957405,
94.9765,-0.405396,-0.691711,8.61206,-6.64933,78.2748,0.00957405,
94.9669,-0.327515,-1.06158,8.61084,-6.66899,78.2748,0.00478657,
94.9669,-0.206787,-1.28894,8.61145,-6.68864,78.2748,0.00718031,
94.9669,-0.0388184,-1.34375,8.61115,-6.70074,78.2748,0.00478657,
94.9765,0.135864,-1.22278,8.61145,-6.71435,78.2555,0.00478657,
94.9861,0.273499,-0.940735,8.61084,-6.72947,78.2555,0.00718031,
94.9765,0.352173,-0.53479,8.61176,-6.74005,78.2748,0.00478657,
94.9669,0.411743,-0.059021,8.61115,-6.74912,78.2748,0.00957405,
94.9765,0.404053,0.421448,8.61115,-6.76122,78.2748,0.0119678,
94.9669,0.363892,0.838318,8.61115,-6.76727,78.2748,0.0119678,
94.9765,0.233093,1.13086,8.61084,-6.77936,78.2748,0.00957405,
94.9765,0.0819092,1.25409,8.61084,-6.7839,78.2555,0.0143615,
94.9573,-0.0883789,1.18781,8.61084,-6.78995,78.2748,0.00957405,
94.9765,-0.270203,0.941833,8.61023,-6.79751,78.2748,0.0119678,
94.9669,-0.362366,0.553894,8.61084,-6.80205,78.2361,0.00957405,
94.9957,-0.451172,0.0838623,8.61023,-6.80809,78.2748,0.00478657,
94.9478,-0.448059,-0.402893,8.61023,-6.81112,78.2941,0.0119678,
94.9765,-0.436523,-0.839722,8.61023,-6.82775,78.2555,0.00957405,
94.9573,-0.303772,-1.16534,8.60962,-6.85799,78.2941,0.00957405,
94.9765,-0.184448,-1.33588,8.60962,-6.88672,78.2748,0.00478657,
94.9765,0.0464478,-1.33051,8.60962,-6.91242,78.2555,0.0119678,
94.9861,0.170166,-1.15424,8.60962,-6.93662,78.2748,0.00718031,
94.9861,0.329224,-0.826843,8.60931,-6.95779,78.2941,0.00718031,
94.9861,0.390686,-0.391663,8.6087,-6.97895,78.3134,0.0119678,
95.0053,0.411804,0.0910034,8.60931,-6.99559,78.2555,0.00957405,
94.9765,0.395081,0.553223,8.6087,-7.01222,78.2748,0.00957405,
94.9861,0.309021,0.927368,8.6087,-7.02734,78.2941,0.00718031,
94.9669,0.192383,1.16028,8.6084,-7.03944,78.2361,0.00478657,
94.9765,0.017334,1.21576,8.6087,-7.04851,78.2941,0.0119678,
94.9573,-0.12439,1.0827,8.6084,-7.0606,78.2361,0.00718031,
94.9861,-0.319397,0.777649,8.60779,-7.0727,78.2361,0.0119678,
94.9573,-0.416138,0.344421,8.60779,-7.08026,78.2748,0.00957405,
94.9861,-0.442749,-0.154846,8.60779,-7.08933,78.2555,0.00478657,
94.9765,-0.4328,-0.648743,8.60718,-7.09689,78.2748,0.00718031,
94.9669,-0.398743,-1.06378,8.60687,-7.10294,78.2361,0.00478657,
94.9765,-0.27002,-1.34039,8.60626,-7.10596,78.2555,0.00718031,
94.9765,-0.109924,-1.44684,8.60626,-7.11201,78.2555,0.00718031,
94.9861,0.0905151,-1.37994,8.60596,-7.11655,78.2555,0.00718031,
94.9669,0.237122,-1.15234,8.60565,-7.12411,78.2555,0.00957405,
94.9669,0.351501,-0.789734,8.60596,-7.1604,78.2555,0.00718031,
94.9669,0.398193,-0.340881,8.60474,-7.18913,78.2748,0.00957405,
94.9957,0.411987,0.133789,8.60474,-7.21483,78.2748,0.00478657,
94.9861,0.393311,0.568176,8.60443,-7.24054,78.2555,0.0119678,
94.9861,0.268066,0.900452,8.60413,-7.26775,78.2555,0.00957405,
94.9669,0.149048,1.08398,8.60413,-7.28287,78.2555,0.00957405,
94.9669,-0.0430298,1.091,8.60352,-7.30102,78.2748,0.0119678,
94.9861,-0.207275,0.922852,8.60352,-7.31765,78.2748,0.00478657,
94.9957,-0.329285,0.608704,8.60229,-7.33277,78.2941,0.0143615,
94.9861,-0.413635,0.200806,8.60291,-7.34638,78.2941,0.00957405,
94.9957,-0.443298,-0.238586,8.60229,-7.35847,78.2748,0.0119678,
94.9957,-0.430725,-0.644958,8.60168,-7.36603,78.2941,0.0119678,
94.9765,-0.32019,-0.955261,8.60168,-7.37813,78.2168,0.00718031,
94.9861,-0.199341,-1.11365,8.60138,-7.39023,78.2748,0.00957405,
94.9765,-0.0289307,-1.08447,8.60046,-7.39628,78.2748,0.00718031,
94.9957,0.146118,-0.865662,8.60046,-7.40384,78.2361,0.00478657,
94.9765,0.286682,-0.482239,8.60046,-7.4114,78.2555,0.00718031,
94.9957,0.366882,0.0168457,8.60016,-7.41593,78.2941,0.00957405,
94.9861,0.415894,0.563782,8.60046,-7.42047,78.2555,0.00957405,
94.9957,0.382446,1.09064,8.59955,-7.42652,78.2748,0.0119678,
94.9765,0.345215,1.53271,8.59924,-7.43105,78.2748,0.0119678,
94.9765,0.220886,1.82928,8.59894,-7.45978,78.2748,0.0119678,
94.9861,0.0628052,1.92841,8.59863,-7.49002,78.2748,0.00957405,
94.9765,-0.122131,1.80707,8.59863,-7.52026,78.2361,0.0143615,
94.9669,-0.268616,1.48175,8.59802,-7.54748,78.2748,0.00478657,
94.9861,-0.37323,0.998474,8.59772,-7.57016,78.2555,0.0143615,
94.9861,-0.413025,0.420227,8.59802,-7.58679,78.2748,0.00239283,
94.9669,-0.451172,-0.183167,8.59741,-7.60947,78.2748,0.0143615,
94.9765,-0.438293,-0.742188,8.59711,-7.6261,78.2361,0.0119678,
94.9669,-0.307068,-1.18976,8.5965,-7.64123,78.2748,0.00957405,
94.9669,-0.183838,-1.46887,8.5968,-7.65786,78.2748,0.00957405,
94.9669,0.0289917,-1.55231,8.5968,-7.66995,78.2748,0.00718031,
94.9765,0.206116,-1.44318,8.59741,-7.67903,78.2748,0.00718031,
94.9573,0.285706,-1.1662,8.5968,-7.6881,78.2748,0.00957405,
94.9669,0.37738,-0.771545,8.59589,-7.70322,78.2748,0.00957405,
94.9861,0.407654,-0.328918,8.59619,-7.71078,78.2748,0.00718031,
94.9765,0.396851,0.0870972,8.5965,-7.71683,78.2748,0.00957405,
94.9861,0.287598,0.408142,8.59589,-7.72741,78.2168,0.0119678,
94.9957,0.17157,0.585022,8.59558,-7.73346,78.2941,0.00239283,
94.9669,0.0198975,0.5896,8.59558,-7.73951,78.2555,0.00718031,
94.9765,-0.129456,0.419861,8.59497,-7.74556,78.2555,0.00957405,
94.9669,-0.299011,0.0996094,8.59558,-7.74707,78.2748,0.00957405,
94.9765,-0.41571,-0.327759,8.59558,-7.76824,78.2555,0.00718031,
94.9861,-0.446899,-0.808655,8.59558,-7.8015,78.2361,0.00239283,
94.9573,-0.452209,-1.28168,8.59497,-7.83023,78.2555,0.00718031,
94.9861,-0.40979,-1.68475,8.59467,-7.85593,78.2941,0.00957405,
94.9669,-0.269226,-1.96381,8.59436,-7.8771,78.2555,0.00478657,
94.9861,-0.126892,-2,8.59467,-7.89978,78.2555,0.00478657,
94.9573,0.0843506,-2,8.59406,-7.91944,78.3134,0.00478657,
94.9765,0.23407,-1.77167,8.59406,-7.93758,78.2748,0.00718031,
94.9669,0.318237,-1.3905,8.59344,-7.95119,78.2748,0.00718031,
94.9765,0.387634,-0.914612,8.59314,-7.96782,78.2748,0.0119678,
94.9573,0.390198,-0.409302,8.59314,-7.98597,78.2168,0.0119678,
94.9861,0.394043,0.0568237,8.59344,-7.99353,78.2555,0.00718031,
94.9765,0.258606,0.422058,8.59314,-8.00411,78.2555,0.0119678,
94.9573,0.141968,0.637146,8.59283,-8.0147,78.2748,0.0143615,
94.9669,-0.0369263,0.667847,8.59283,-8.02528,78.2941,0.00957405,
94.9573,-0.226318,0.507751,8.59283,-8.03587,78.2748,0.00957405,
94.9669,-0.348816,0.183838,8.59222,-8.0404,78.2555,0.00478657,
94.9669,-0.442505,-0.249329,8.59283,-8.04191,78.2748,0.00718031,
94.9669,-0.44635,-0.722473,8.59161,-8.0525,78.2555,0.00718031,
94.9765,-0.431152,-1.16772,8.59192,-8.05552,78.2748,0.0119678,
94.9669,-0.319763,-1.513,8.59222,-8.06157,78.2748,0.00957405,
94.9765,-0.215332,-1.71082,8.59131,-8.06762,78.2748,0.00478657,
94.9765,-0.0256348,-1.73126,8.59131,-8.08728,78.2361,0.00718031,
94.9669,0.151855,-1.57489,8.59192,-8.10542,78.2748,0.00478657,
94.9669,0.287964,-1.26123,8.5907,-8.12054,78.2555,0.00239283,
94.9669,0.393127,-0.823853,8.59039,-8.13566,78.2748,0.00718031,
94.9573,0.408508,-0.316162,8.59039,-8.14776,78.2555,0.00718031,
94.9573,0.407776,0.194946,8.59009,-8.15985,78.2361,0.00718031,
