OXY,EMG,ECG,RSP,OXY,OXY,OXY,
PO2,mV,mV,V,Pulse,BPM,Status,
CH1,CH2,CH3,CH4,CH5,CH9,CH13,
96.002,0.392822,-0.182251,9.06403,-7.94817,83.3192,0.00239283,
95.9924,0.406555,0.302612,9.06311,-7.94363,83.3385,0.00718031,
96.002,0.40448,0.747131,9.06433,-7.94817,83.3772,0.00957405,
96.002,0.272949,1.0863,9.06372,-7.94666,83.2998,0.0119678,
95.9924,0.145874,1.27307,9.06464,-7.94968,83.3192,0.00718031,
95.9924,-0.0516357,1.2785,9.06403,-7.94968,83.3385,0.00957405,
96.0116,-0.202515,1.10223,9.06372,-7.94968,83.2998,0.0143615,
96.0211,-0.343994,0.770874,9.06433,-7.94817,83.2998,0.00718031,
96.002,-0.437195,0.335632,9.06403,-7.9527,83.3385,0.00957405,
96.002,-0.46759,-0.141968,9.06403,-7.94968,83.3385,0.00718031,
95.9828,-0.442688,-0.592102,9.06433,-7.94817,83.2998,0.0119678,
96.0211,-0.354919,-0.954895,9.06464,-7.95573,83.3578,0.00718031,
96.0116,-0.239441,-1.18152,9.06372,-7.97085,83.2998,0.00957405,
96.0211,-0.0545654,-1.24274,9.06372,-7.97992,83.2612,0.00718031,
96.0116,0.125,-1.13239,9.06372,-7.99353,83.2998,0.0143615,
96.002,0.265076,-0.863098,9.06433,-8.00563,83.3385,0.00718031,
96.0116,0.372253,-0.467346,9.06464,-8.01621,83.3192,0.0119678,
96.0116,0.428955,0.00115967,9.06433,-8.02528,83.3192,0.0119678,
96.0307,0.381714,0.474731,9.06433,-8.03133,83.3578,0.00957405,
96.0116,0.374512,0.884888,9.06403,-8.03738,83.3578,0.00957405,
96.0116,0.243164,1.17468,9.06525,-8.04796,83.3385,0.0119678,
96.0116,0.0952148,1.30212,9.06464,-8.05099,83.3192,0.0143615,
96.0116,-0.0927124,1.24841,9.06494,-8.05704,83.3192,0.00957405,
96.0211,-0.260986,1.02057,9.06464,-8.06157,83.3385,0.00957405,
96.0211,-0.395325,0.654724,9.06525,-8.06913,83.3192,0.00957405,
96.0211,-0.455566,0.204773,9.06555,-8.07064,83.2998,0.00718031,
96.0211,-0.478943,-0.266357,9.06555,-8.07669,83.2998,0.00718031,
96.002,-0.465332,-0.689819,9.06586,-8.0782,83.3192,0.00718031,
96.0116,-0.300598,-1.01422,9.06555,-8.0782,83.2998,0.00957405,
95.9924,-0.191101,-1.19012,9.06586,-8.08425,83.3192,0.00478657,
95.9924,0.0282593,-1.19348,9.06555,-8.08576,83.3192,0.00957405,
96.0211,0.168884,-1.02545,9.06555,-8.08879,83.3192,0.00957405,
96.0116,0.309753,-0.707458,9.06586,-8.08879,83.3192,0.00718031,
96.0116,0.3797,-0.278198,9.06555,-8.07518,83.3192,0.00957405,
96.0211,0.422424,0.198608,9.06555,-8.0646,83.3385,0.00957405,
96.002,0.393433,0.656189,9.06586,-8.05704,83.3772,0.0119678,
95.9732,0.319336,1.02979,9.06586,-8.04796,83.3192,0.00718031,
96.0211,0.194153,1.26813,9.06586,-8.03738,83.3385,0.00718031,
96.0211,0.022522,1.33466,9.06586,-8.03133,83.3192,0.0119678,
96.002,-0.146729,1.21887,9.06647,-8.02226,83.3192,0.00957405,
96.002,-0.298828,0.936951,9.06616,-8.0147,83.3192,0.00957405,
96.002,-0.408386,0.532898,9.06708,-8.01016,83.3385,0.00957405,
96.0116,-0.441589,0.0668945,9.06677,-8.00411,83.3192,0.00718031,
96.0116,-0.459534,-0.394897,9.06677,-8.0026,83.3192,0.00718031,
96.0116,-0.410217,-0.787354,9.06708,-7.99504,83.2805,0.00718031,
96.0116,-0.273682,-1.06067,9.06677,-7.99353,83.2998,0.00957405,
95.9924,-0.137268,-1.17804,9.06738,-7.99202,83.2998,0.0119678,
95.9924,0.0706787,-1.12598,9.06708,-7.98899,83.3192,0.00718031,
96.0116,0.236633,-0.911804,9.06677,-7.98295,83.3385,0.00957405,
95.9924,0.342224,-0.558533,9.06738,-7.97841,83.3385,0.00957405,
95.9924,0.407104,-0.110229,9.06738,-7.9769,83.3192,0.00957405,
95.9924,0.430664,0.369263,9.06738,-7.9769,83.3192,0.0143615,
96.0116,0.414551,0.812744,9.06738,-7.97085,83.3192,0.0119678,
95.9924,0.306885,1.15784,9.06708,-7.96934,83.3192,0.00957405,
96.002,0.156677,1.35352,9.06769,-7.97085,83.3192,0.00718031,
95.9924,-0.0184937,1.37091,9.06708,-7.96782,83.3385,0.0119678,
95.9924,-0.197937,1.20514,9.06769,-7.9648,83.3192,0.0119678,
95.9924,-0.346313,0.879211,9.06738,-7.9648,83.2998,0.00957405,
95.9828,-0.430359,0.443481,9.0686,-7.9648,83.3385,0.00957405,
96.002,-0.46051,-0.0400391,9.0686,-7.96329,83.3192,0.0143615,
95.9924,-0.44989,-0.500183,9.0683,-7.96026,83.3192,0.00957405,
96.0116,-0.350586,-0.870605,9.06799,-7.9648,83.3192,0.00957405,
96.002,-0.237427,-1.10175,9.0686,-7.96026,83.2998,0.00718031,
96.0211,-0.0772095,-1.16235,9.06769,-7.96026,83.3192,0.00718031,
96.002,0.135742,-1.04944,9.06799,-7.96026,83.3192,0.0119678,
95.9924,0.274292,-0.778076,9.0686,-7.96178,83.3192,0.00957405,
96.0116,0.346313,-0.380615,9.06891,-7.96026,83.3192,0.00478657,
95.9924,0.404297,0.0897217,9.06891,-7.95724,83.3578,0.00718031,
96.002,0.422852,0.566711,9.06921,-7.96026,83.3772,0.0119678,
95.9924,0.387207,0.982117,9.0686,-7.95573,83.3385,0.00718031,
96.002,0.254333,1.27789,9.06921,-7.95875,83.2998,0.0143615,
95.9924,0.12561,1.41223,9.06921,-7.95875,83.3385,0.00718031,
96.0116,-0.0782471,1.36383,9.06891,-7.95573,83.3385,0.00957405,
96.0116,-0.248108,1.14154,9.06952,-7.95875,83.3385,0.00718031,
95.9924,-0.378174,0.778687,9.06952,-7.95724,83.3578,0.00957405,
96.002,-0.452026,0.330505,9.06982,-7.95875,83.3192,0.0119678,
96.002,-0.464661,-0.139954,9.07043,-7.95573,83.2998,0.0119678,
96.0116,-0.443604,-0.565918,9.07013,-7.95875,83.2998,0.00718031,
96.0307,-0.298828,-0.890259,9.06982,-7.95573,83.2998,0.0119678,
96.0116,-0.196045,-1.06793,9.07043,-7.95422,83.3385,0.00478657,
95.9924,0.0314941,-1.07489,9.06952,-7.9527,83.3192,0.00957405,
95.9828,0.192688,-0.913696,9.06952,-7.95724,83.3385,0.00718031,
96.002,0.301147,-0.601685,9.06982,-7.95422,83.2998,0.00718031,
96.0211,0.393677,-0.17627,9.06952,-7.95875,83.2998,0.00718031,
95.9924,0.416748,0.302795,9.07043,-7.95573,83.3385,0.0119678,
96.002,0.388123,0.767151,9.07013,-7.95573,83.3192,0.00957405,
96.002,0.32251,1.1507,9.06982,-7.95573,83.3192,0.0119678,
96.002,0.20343,1.39941,9.07013,-7.95573,83.3192,0.0143615,
95.9924,0.010498,1.47479,9.06982,-7.95573,83.2998,0.0143615,
96.002,-0.125183,1.36475,9.07013,-7.95724,83.2998,0.0119678,
96.0116,-0.297729,1.08533,9.07013,-7.95573,83.2805,0.00957405,
96.002,-0.408875,0.679321,9.06982,-7.95724,83.3192,0.0119678,
96.0116,-0.455872,0.206726,9.07043,-7.95724,83.3385,0.0119678,
96.0116,-0.462952,-0.266113,9.07043,-7.95422,83.3578,0.00478657,
95.9828,-0.40155,-0.670288,9.07043,-7.95573,83.3192,0.00718031,
96.002,-0.282166,-0.958679,9.06982,-7.9527,83.3192,0.00718031,
96.0116,-0.134705,-1.08313,9.06982,-7.95422,83.2998,0.00957405,
96.0116,0.046936,-1.03113,9.07013,-7.92549,83.2998,0.00718031,
96.002,0.230347,-0.8125,9.06982,-7.89827,83.2998,0.00478657,
96.002,0.336487,-0.455139,9.07074,-7.8771,83.3192,0.00957405,
96.002,0.401855,-0.00579834,9.06952,-7.85291,83.3385,0.0119678,
96.0211,0.414978,0.473938,9.07013,-7.83325,83.3385,0.00718031,
96.002,0.396912,0.917236,9.06982,-7.8136,83.3192,0.0143615,
95.9924,0.289062,1.26196,9.06921,-7.79999,83.2998,0.00957405,
96.0116,0.15863,1.45892,9.06982,-7.78336,83.3578,0.00718031,
96.0211,-0.0459595,1.47607,9.07013,-7.77277,83.2805,0.00718031,
96.002,-0.208069,1.31128,9.07013,-7.76068,83.3578,0.00718031,
95.9924,-0.331299,0.986084,9.06952,-7.75009,83.3192,0.00957405,
96.0211,-0.444702,0.550598,9.06982,-7.738,83.3192,0.00718031,
96.002,-0.468445,0.0680542,9.07013,-7.72892,83.3385,0.00957405,
95.9924,-0.427429,-0.393921,9.07043,-7.71985,83.3192,0.00957405,
96.0116,-0.363953,-0.769287,9.06952,-7.70927,83.3385,0.00718031,
96.0307,-0.233521,-1.0069,9.06952,-7.70473,83.3385,0.00957405,
96.0116,-0.0714111,-1.07343,9.06982,-7.70019,83.3192,0.0119678,
96.0116,0.112976,-0.966003,9.06952,-7.69263,83.3192,0.00718031,
96.002,0.266296,-0.700867,9.06891,-7.6881,83.3385,0.00957405,
96.0403,0.341858,-0.309753,9.06952,-7.68205,83.3192,0.00478657,
96.0211,0.42804,0.154541,9.07013,-7.67751,83.3578,0.0143615,
96.002,0.394287,0.628418,9.06952,-7.58226,83.3192,0.00957405,
96.0116,0.35199,1.04474,9.06982,-7.45676,83.3578,0.0119678,
96.002,0.231812,1.34253,9.06952,-7.34184,83.3385,0.00718031,
96.0211,0.0928955,1.48199,9.07013,-7.236,83.3192,0.0119678,
96.002,-0.102234,1.43414,9.06982,-7.14377,83.3192,0.0143615,
96.0116,-0.257507,1.20746,9.06982,-7.05304,83.3385,0.00957405,
96.0116,-0.357849,0.83551,9.06982,-6.97744,83.3192,0.00957405,
96.0211,-0.466858,0.374084,9.07013,-6.9094,83.3385,0.00478657,
95.9924,-0.470886,-0.110901,9.07043,-6.84589,83.3192,0.0143615,
96.0211,-0.460083,-0.55011,9.06982,-6.78541,83.3192,0.0119678,
96.0116,-0.322937,-0.884766,9.06921,-6.734,83.3385,0.00957405,
96.0211,-0.194763,-1.06909,9.06982,-6.68562,83.3192,0.00957405,
96.002,-0.00622559,-1.07928,9.06952,-6.64177,83.3772,0.00957405,
96.0116,0.172302,-0.920898,9.06982,-6.60246,83.3385,0.00957405,
96.0211,0.308289,-0.611694,9.07013,-6.56919,83.3192,0.00478657,
96.0307,0.374756,-0.189758,9.06891,-6.5329,83.3192,0.00957405,
96.0116,0.416199,0.284546,9.06982,-6.51022,83.3192,0.0119678,
96.002,0.392944,0.74231,9.06952,-6.47998,83.2998,0.0119678,
96.0211,0.318359,1.11768,9.06952,-6.45579,83.3578,0.00718031,
96.0116,0.205322,1.35687,9.0686,-6.43613,83.3578,0.0143615,
96.0116,0.026001,1.42474,9.06952,-6.41648,83.3578,0.00957405,
96.0211,-0.105469,1.30988,9.06921,-6.39531,83.2998,0.0143615,
96.002,-0.300842,1.02716,9.06921,-6.22898,83.3192,0.00718031,
96.0116,-0.416443,0.620789,9.06952,-5.97799,83.3385,0.00957405,
96.0307,-0.437866,0.147827,9.06891,-5.74967,83.3192,0.00718031,
96.0116,-0.456299,-0.328064,9.06921,-5.54554,83.3385,0.00478657,
95.9924,-0.420837,-0.740845,9.06891,-5.36259,83.2998,0.00957405,
96.002,-0.287964,-1.03674,9.06891,-5.18719,83.3192,0.00957405,
95.9924,-0.151306,-1.17291,9.06921,-5.03448,83.3192,0.00718031,
95.9924,0.0636597,-1.13312,9.0686,-4.89537,83.3578,0.00957405,
96.0211,0.21991,-0.927734,9.06891,-4.77289,83.2998,0.0119678,
95.9924,0.323608,-0.5802,9.0683,-4.65647,83.2998,0.00957405,
96.0116,0.400391,-0.134399,9.06891,-4.55667,83.3772,0.00957405,
95.9924,0.417847,0.344788,9.0683,-4.46141,83.2998,0.00957405,
96.002,0.403076,0.787476,9.06799,-4.37976,83.2998,0.00718031,
96.0116,0.285522,1.12927,9.06799,-4.30265,83.3578,0.00957405,
96.002,0.158386,1.32062,9.0686,-4.22705,83.3192,0.0119678,
96.002,-0.0308838,1.33319,9.06891,-4.16808,83.3578,0.00718031,
95.9924,-0.195435,1.16034,9.0683,-4.1076,83.3578,0.00718031,
95.9924,-0.330505,0.831848,9.06799,-4.0577,83.3192,0.0119678,
96.0116,-0.407959,0.395508,9.06891,-4.01385,83.2998,0.00478657,
96.0116,-0.458862,-0.0884399,9.06891,-3.96547,83.3385,0.00478657,
96.002,-0.44635,-0.553467,9.0686,-3.92767,83.3578,0.00478657,
95.9828,-0.363708,-0.935791,9.0683,-3.59653,83.2998,0.00718031,
96.0116,-0.249023,-1.18268,9.06799,-3.26388,83.3192,0.00718031,
96.0116,-0.0625,-1.25989,9.06891,-2.96601,83.2998,0.0119678,
96.0116,0.104614,-1.1618,9.06799,-2.69233,83.3192,0.0143615,
96.002,0.263611,-0.90271,9.0683,-2.45041,83.3385,0.00478657,
95.9924,0.340942,-0.515808,9.0683,-2.2236,83.3385,0.00957405,
96.002,0.413208,-0.053833,9.0683,-2.02855,83.3385,0.00957405,
96.0116,0.406799,0.416992,9.0683,-1.84408,83.3385,0.00718031,
96.0211,0.353699,0.831177,9.06891,-1.67927,83.3192,0.0119678,
96.002,0.238953,1.13013,9.0686,-1.52958,83.3578,0.00957405,
96.0116,0.105408,1.26904,9.0683,-1.39198,83.3192,0.00957405,
96.0211,-0.0521851,1.22278,9.06799,-1.27253,83.3192,0.0143615,
95.9924,-0.247925,0.999329,9.06799,-1.16215,83.3192,0.00718031,
96.0116,-0.371643,0.632935,9.0683,-1.05782,83.3385,0.0143615,
96.0211,-0.44635,0.176819,9.06891,-0.965588,83.3192,0.00718031,
95.9924,-0.459778,-0.306641,9.0683,-0.88545,83.3578,0.00718031,
95.9828,-0.431213,-0.748474,9.0686,-0.808336,83.2998,0.00478657,
96.0116,-0.31366,-1.08978,9.06891,-0.737271,83.3578,0.00718031,
96.002,-0.200439,-1.28278,9.06891,-0.675277,83.3192,0.00957405,
96.0116,0.0022583,-1.30237,9.06921,-0.622356,83.3192,0.0119678,
96.0211,0.15741,-1.14972,9.06891,-0.569435,83.3192,0.00478657,
96.0211,0.27655,-0.844788,9.07013,-0.391015,83.2805,0.00478657,
96.002,0.356628,-0.427979,9.06891,-0.111288,83.3578,0.00957405,
96.0116,0.410156,0.041626,9.06921,0.145758,83.2998,0.0143615,
96.002,0.38269,0.497559,9.06891,0.375587,83.2998,0.0119678,
96.0116,0.324707,0.877014,9.0683,0.58576,83.3192,0.0119678,
95.9828,0.200928,1.12909,9.0686,0.774765,83.3192,0.00957405,
96.0211,0.0304565,1.2157,9.06921,0.947137,83.3192,0.00957405,
96.0211,-0.128601,1.12024,9.06891,1.10288,83.3578,0.00478657,
96.0116,-0.295227,0.855164,9.06891,1.2435,83.3578,0.00957405,
96.0116,-0.406555,0.4599,9.0686,1.37202,83.3578,0.00957405,
96.002,-0.448669,-0.00860596,9.06891,1.48391,83.2998,0.00957405,
96.0307,-0.437927,-0.483521,9.06891,1.58975,83.3385,0.0119678,
96.0116,-0.403503,-0.895508,9.06891,1.68652,83.3192,0.00478657,
96.002,-0.297974,-1.18762,9.0683,1.7712,83.3385,0.00718031,
96.0211,-0.138977,-1.31982,9.06921,1.85285,83.3192,0.00718031,
96.0116,0.0690308,-1.27802,9.06891,1.92542,83.3385,0.00957405,
96.0211,0.226685,-1.06982,9.06891,1.98591,83.3385,0.0119678,
96.0116,0.326416,-0.718628,9.06891,2.04487,83.3578,0.00718031,
96.0211,0.400269,-0.271606,9.06921,2.09477,83.3385,0.00718031,
96.0211,0.430542,0.205933,9.0683,2.14165,83.3385,0.00478657,
96.0116,0.400513,0.646667,9.06891,2.18701,83.3192,0.00239283,
96.002,0.282959,0.990784,9.06921,2.25958,83.3385,0.00478657,
96.0211,0.154785,1.18903,9.06799,2.39416,83.3578,0.00478657,
96.0211,-0.0336304,1.20923,9.06891,2.52117,83.3192,0.0119678,
96.0116,-0.177917,1.04639,9.0686,2.62852,83.3192,0.00478657,
96.0116,-0.34259,0.724976,9.0686,2.7268,83.3385,0.0119678,
95.9828,-0.41449,0.292053,9.0683,2.8145,83.2998,0.00718031,
96.0307,-0.461792,-0.189514,9.06891,2.89766,83.3578,0.0119678,
96.002,-0.439514,-0.650879,9.0686,2.97326,83.2998,0.00478657,
96.002,-0.339111,-1.03107,9.0683,3.03979,83.3192,0.00957405,
96.0116,-0.22937,-1.27759,9.0683,3.10179,83.2998,0.00478657,
96.002,-0.0789795,-1.35687,9.06799,3.15773,83.3385,0.00718031,
96.002,0.153259,-1.26093,9.0683,3.20763,83.2998,0.00957405,
96.002,0.274902,-1.00256,9.0683,3.2545,83.3192,0.00718031,
96.0211,0.372986,-0.614014,9.06708,3.29533,83.2998,0.00478657,
96.002,0.420532,-0.145813,9.06769,3.33162,83.2998,0.0119678,
96.0116,0.401062,0.332947,9.0683,3.36791,83.3578,0.00957405,
95.9924,0.350586,0.753967,9.06708,3.39663,83.3385,0.00478657,
96.002,0.241455,1.05756,9.06708,3.42083,83.3385,0.0119678,
95.9924,0.105347,1.198,9.06799,3.44956,83.3385,0.00718031,
96.0211,-0.0852661,1.15454,9.06738,3.47224,83.2998,0.00957405,
96.002,-0.264954,0.933105,9.06738,3.49038,83.2805,0.00957405,
95.9924,-0.363281,0.568237,9.06738,3.51004,83.3192,0.00478657,
95.9924,-0.433289,0.113647,9.06738,3.49189,83.2612,0.00957405,
96.002,-0.461426,-0.365601,9.06738,3.46619,83.2998,0.0119678,
96.002,-0.458374,-0.801147,9.06738,3.44502,83.3385,0.00718031,
95.9924,-0.327148,-1.13409,9.06708,3.42536,83.2998,0.00718031,
96.002,-0.204468,-1.31958,9.06677,3.40571,83.3192,0.0119678,
96.002,0.00482178,-1.33386,9.06708,3.3921,83.3385,0.00718031,
96.002,0.166992,-1.18036,9.06708,3.37698,83.3192,0.00478657,
96.002,0.297241,-0.875488,9.06677,3.35883,83.3385,0.00957405,
96.0116,0.374695,-0.456421,9.06708,3.34825,83.3578,0.00718031,
96.0211,0.422302,0.0211182,9.06647,3.33615,83.3192,0.0119678,
96.002,0.390869,0.487915,9.06616,3.32708,83.3192,0.0119678,
95.9924,0.317688,0.877869,9.06647,3.31952,83.3385,0.00957405,
95.9732,0.203369,1.13513,9.06647,3.30894,83.3385,0.0143615,
96.002,0.0626831,1.22205,9.06616,3.30138,83.3192,0.00718031,
96.0116,-0.103882,1.12439,9.06616,3.29382,83.3192,0.0119678,
95.9924,-0.282104,0.856934,9.06677,3.29079,83.3192,0.00478657,
95.9924,-0.396606,0.4599,9.06708,3.28172,83.3192,0.00718031,
95.9924,-0.464355,-0.00683594,9.06647,3.27718,83.3192,0.00478657,
96.002,-0.457947,-0.477539,9.06708,3.27416,83.3578,0.00718031,
96.002,-0.409058,-0.886169,9.06647,3.26962,83.2805,0.0119678,
96.0211,-0.262207,-1.17853,9.06708,3.2666,83.3385,0.00957405,
96.0116,-0.167114,-1.31586,9.06647,3.18041,83.3385,0.00718031,
96.002,0.0442505,-1.2804,9.06647,3.05189,83.2998,0.00718031,
96.0116,0.201111,-1.07587,9.06677,2.93244,83.2998,0.00957405,
96.0116,0.327637,-0.726013,9.06555,2.82962,83.3385,0.0119678,
95.9732,0.381104,-0.276978,9.06586,2.73285,83.2998,0.00957405,
96.002,0.405823,0.207764,9.06677,2.64666,83.3385,0.00957405,
95.9924,0.395142,0.657532,9.06616,2.56653,83.3385,0.0119678,
95.9924,0.275757,1.00653,9.06586,2.49849,83.3192,0.00957405,
96.002,0.156372,1.20605,9.06647,2.43498,83.3192,0.00957405,
95.9828,-0.027771,1.22491,9.06677,2.37752,83.3192,0.0143615,
96.002,-0.180908,1.06189,9.06586,2.31855,83.3192,0.00718031,
95.9924,-0.343994,0.741333,9.06677,2.27319,83.3192,0.00957405,
96.002,-0.424561,0.31012,9.06647,2.23086,83.3385,0.00478657,
95.9924,-0.446777,-0.171021,9.06586,2.19154,83.2612,0.00957405,
96.002,-0.433289,-0.634155,9.06647,2.15979,83.3192,0.00239283,
96.002,-0.349731,-1.01532,9.06647,2.12652,83.3192,0.00478657,
96.002,-0.227539,-1.26263,9.06677,2.09628,83.3192,0.0119678,
96.0116,-0.052002,-1.34155,9.06616,2.06907,83.3385,0.00718031,
95.9924,0.116089,-1.24622,9.06647,2.04487,83.3192,0.00478657,
96.002,0.286865,-0.989563,9.06677,2.02219,83.3192,0.00478657,
95.9924,0.35144,-0.604675,9.06708,2.00405,83.3385,0.00478657,
95.9924,0.415039,-0.14093,9.06708,1.94962,83.3192,0.0119678,
95.9924,0.431091,0.33728,9.06647,1.7591,83.3192,0.00957405,
96.0116,0.369507,0.76416,9.06677,1.58219,83.3192,0.0119678,
96.002,0.246887,1.07837,9.06708,1.42645,83.3192,0.00957405,
96.002,0.133789,1.23151,9.06677,1.28734,83.3385,0.0119678,
96.0116,-0.0585327,1.1994,9.06708,1.15882,83.3192,0.00957405,
96.0211,-0.245667,0.985901,9.06708,1.0424,83.3192,0.00957405,
95.9924,-0.381531,0.623291,9.06738,0.936553,83.3192,0.0119678,
96.0116,-0.453796,0.16626,9.06708,0.844319,83.2612,0.0119678,
96.0116,-0.475952,-0.318481,9.06769,0.75662,83.2998,0.00718031,
96.0116,-0.435791,-0.760925,9.06769,0.674971,83.2998,0.00957405,
95.9924,-0.295837,-1.10272,9.06738,0.606929,83.2998,0.00478657,
96.0307,-0.169617,-1.2984,9.06799,0.541911,83.3385,0.00718031,
96.002,0.0426025,-1.32349,9.06799,0.484454,83.3192,0.00478657,
96.0211,0.213257,-1.17828,9.06769,0.431533,83.3192,0.00718031,
96.0116,0.32019,-0.881348,9.06708,0.38466,83.3578,0.00957405,
96.0211,0.404846,-0.473206,9.06769,0.337787,83.3385,0.00718031,
96.0116,0.434998,-0.0098877,9.06769,0.298474,83.2998,0.00718031,
96.0116,0.395508,0.443909,9.06769,0.265209,83.2805,0.00718031,
96.002,0.350708,0.826172,9.06799,0.230432,83.3385,0.0143615,
96.0116,0.237915,1.08673,9.06769,0.203215,83.3385,0.0143615,
96.0307,0.0559082,1.18561,9.06738,0.177511,83.3385,0.00957405,
96.002,-0.143738,1.10535,9.06799,0.0187471,83.2998,0.00957405,
96.0116,-0.255981,0.854065,9.06799,-0.126408,83.2998,0.00718031,
96.002,-0.361877,0.469543,9.06769,-0.253419,83.3192,0.00718031,
96.0116,-0.445251,0.0112305,9.0683,-0.369846,83.3192,0.00957405,
96.002,-0.518372,-0.454285,9.06769,-0.478713,83.3192,0.00478657,
96.002,-0.46936,-0.861938,9.06799,-0.576995,83.3385,0.00957405,
96.002,-0.287231,-1.15411,9.06769,-0.660157,83.3192,0.00718031,
96.0307,-0.124329,-1.28851,9.06799,-0.737271,83.2998,0.00957405,
96.0116,0.113647,-1.2486,9.06799,-0.809848,83.3578,0.00957405,
96.0116,0.249817,-1.04138,9.06738,-0.876378,83.3192,0.00957405,
96.002,0.317444,-0.692505,9.0686,-0.933835,83.3192,0.00957405,
96.0116,0.405334,-0.239502,9.06891,-0.988269,83.3385,0.0119678,
96.0116,0.396057,0.24646,9.06769,-1.03665,83.3192,0.00957405,
96.0116,0.380127,0.69873,9.06799,-1.08201,83.3385,0.0119678,
96.0211,0.265747,1.05237,9.0683,-1.11982,83.3192,0.00718031,
96.0116,0.13147,1.25781,9.0686,-1.15459,83.3772,0.00718031,
96.002,-0.0388794,1.28143,9.06769,-1.18635,83.3192,0.00957405,
95.9828,-0.15918,1.1189,9.06799,-1.2181,83.2612,0.00718031,
96.002,-0.270142,0.792786,9.06738,-1.2438,83.3385,0.00718031,
96.002,-0.367859,0.351562,9.0683,-1.268,83.3192,0.00718031,
95.9924,-0.44696,-0.138855,9.06799,-1.29219,83.2998,0.00718031,
96.0116,-0.425964,-0.606689,9.0683,-1.39047,83.3192,0.00478657,
95.9924,-0.370544,-0.98877,9.0686,-1.5326,83.3385,0.00718031,
96.002,-0.250671,-1.23462,9.06799,-1.66566,83.2998,0.00718031,
96.0116,-0.0866699,-1.31238,9.06799,-1.7836,83.2998,0.0119678,
95.9924,0.109192,-1.2146,9.0683,-1.88944,83.2998,0.0119678,
96.0116,0.246155,-0.957764,9.0683,-1.98319,83.3192,0.00718031,
96.002,0.355835,-0.577332,9.0686,-2.0724,83.3192,0.0119678,
96.0116,0.409302,-0.1203,9.0683,-2.15556,83.3385,0.00718031,
95.9924,0.399292,0.349548,9.06891,-2.22814,83.3192,0.00478657,
96.0116,0.357727,0.764954,9.0686,-2.29467,83.3385,0.00957405,
96.0116,0.227234,1.06781,9.06891,-2.35212,83.2805,0.00718031,
96.002,0.108337,1.21552,9.06952,-2.40505,83.3192,0.0119678,
96.0116,-0.115601,1.18036,9.06891,-2.45041,83.3385,0.0119678,
95.9828,-0.263733,0.962891,9.06891,-2.49728,83.2998,0.0119678,
96.002,-0.354431,0.596313,9.06921,-2.53811,83.3192,0.00957405,
95.9924,-0.445374,0.136536,9.06921,-2.57591,83.3192,0.0119678,
96.002,-0.45575,-0.352112,9.0686,-2.60766,83.2612,0.00478657,
95.9828,-0.463623,-0.80072,9.06921,-2.63488,83.3192,0.00478657,
96.002,-0.367371,-1.15198,9.06891,-2.6636,83.3385,0.00957405,
95.9828,-0.229858,-1.35956,9.06891,-2.6878,83.2998,0.00957405,
95.9732,-0.0188599,-1.39166,9.06982,-2.71048,83.2998,0.00478657,
95.9924,0.159241,-1.24603,9.06921,-2.75584,83.3385,0.00957405,
96.002,0.286743,-0.943542,9.06891,-2.86319,83.3192,0.00957405,
95.9828,0.356995,-0.525818,9.06952,-2.96148,83.3192,0.00718031,
95.9828,0.400146,-0.0539551,9.06952,-3.04464,83.2998,0.00957405,
96.0116,0.401489,0.403015,9.07013,-3.12326,83.2998,0.00478657,
95.9828,0.341187,0.784119,9.07074,-3.1913,83.3385,0.0119678,
96.0116,0.229858,1.04376,9.06952,-3.25632,83.3192,0.00478657,
96.002,0.0933228,1.14423,9.07013,-3.31227,83.2998,0.0119678,
95.9924,-0.0689087,1.06268,9.07104,-3.36519,83.3385,0.0119678,
96.002,-0.251953,0.807678,9.07043,-3.41206,83.2998,0.0119678,
96.0116,-0.445923,0.421204,9.07074,-3.45591,83.3192,0.00957405,
96.0211,-0.566833,-0.0388184,9.07135,-3.49674,83.3192,0.00718031,
96.0116,-0.529724,-0.508301,9.07166,-3.53302,83.3192,-9.13153E-07,
95.9924,-0.467224,-0.922668,9.07196,-3.56175,83.3192,0.00478657,
95.9924,-0.264221,-1.2309,9.07166,-3.58746,83.3192,0.00957405,
96.002,-0.112427,-1.39001,9.07227,-3.61619,83.3192,0.00718031,
96.002,0.127625,-1.37262,9.07196,-3.64038,83.3578,0.00718031,
96.002,0.238892,-1.17804,9.07227,-3.66155,83.3192,0.00718031,
96.002,0.3255,-0.830383,9.07257,-3.68272,83.3192,0.00957405,
96.002,0.362549,-0.379089,9.07227,-3.70237,83.3578,0.00478657,
96.0116,0.402161,0.107178,9.07288,-3.71296,83.2998,0.00957405,
96.002,0.361389,0.555115,9.07288,-3.72657,83.3192,0.0119678,
96.0211,0.234741,0.902954,9.07318,-3.82334,83.3192,0.00957405,
96.0211,0.0922852,1.10419,9.07349,-3.91859,83.2805,0.00957405,
96.0116,-0.0787354,1.13043,9.07471,-4.00327,83.2805,0.00957405,
96.002,-0.207092,0.9776,9.07501,-4.07736,83.3385,0.00957405,
95.9924,-0.322083,0.66626,9.0741,-4.14842,83.2805,0.00718031,
96.002,-0.412354,0.239319,9.07501,-4.21193,83.3192,0.00718031,
96.0211,-0.452576,-0.240723,9.07532,-4.26636,83.3192,0.00957405,
96.0116,-0.463562,-0.700623,9.07562,-4.31777,83.2998,0.00239283,
